1293713830 57
1293716459 58
1293722101 58
1293733385 58
1293801237 57
1293868251 60
1293933951 59
1294255881 62
1295976801 60
1295978095 60
1295979389 67
1295980683 58
1295981977 58
1295983271 58
1295984565 58
1295985859 58
1295987153 58
1295988447 57
1295989741 58
1295991035 58
1295992329 58
1295993623 58
1295994917 58
1295995617 58
1295996911 58
1295998205 58
1295999499 58
1296000793 58
1296002087 58
1296003381 58
1296004675 57
1296005969 58
1296007263 57
1296008557 58
1296009851 58
1296011145 58
1296012439 58
1296013733 58
1296015027 57
1296016321 57
1296017615 58
1296040907 57
1296055141 58
1296057729 58
1296107881 60
1296110469 59
1296113057 59
1296115645 59
1296118233 59
1296120821 59
1296123409 59
1296125683 59
1296128271 59
1296130859 59
1296133447 58
1296136035 57
1296138623 58
1296141211 58
1296143799 57
1296146387 58
1296148975 58
1296151563 58
1296154151 58
1296156739 58
1296159327 57
1296161915 57
1296164503 57
1296167091 57
1296169679 57
1296172267 57
1296174855 57
1296177443 57
1296187795 58
1296250887 60
1296262219 59
1296264807 59
1296266101 59
1296288099 59
1296289393 59
1296290687 59
1296291981 75
1296293275 57
1296294569 58
1296295863 58
1296297157 58
1296298451 58
1296299745 58
1296301039 58
1296445653 60
1296834833 58
1296841717 58
1296889021 58
1296891649 58
1296895591 57
1296896905 57
1296898219 57
1296899847 57
1296901161 58
1296910359 58
1296920871 57
1296937953 57
1296939267 57
1296992141 58
1297023677 59
1297026305 59
1297027619 59
1297092319 59
1297121541 57
1297130679 57
1297131981 57
1297135887 57
1297266313 58
1297369781 57
1297501857 57
1298062705 57
1298069989 57
1298119921 57
1298135089 60
1298194219 58
1298259319 60
1298300767 57
1298326447 57
1298576305 57
1298604235 57
1298614651 57
1298648503 62
1298711587 62
1298729101 61
1298785675 57
1298788279 57
1298841661 58
1298861779 58
1298864367 59
1299036435 57
1299098947 58
1299105103 57
1299109001 58
1299118187 57
1299470455 57
1299480967 57
1299503305 58
1299524329 57
1299557179 59
1299587401 57
1299590029 57
1299592657 57
1299595285 57
1299597913 57
1299600541 57
1299603169 57
1299605797 57
1299608425 57
1299611053 57
1299613681 57
1299616309 57
1299618937 57
1299621565 57
1299629449 57
1299632077 57
1299634705 57
1299642589 57
1299679381 58
1299680695 58
1299683323 58
1299685951 58
1299688579 58
1299691207 57
1299693835 57
1299696463 57
1299699091 57
1299701719 57
1299704347 57
1299706975 57
1299709603 57
1299712231 57
1299714859 57
1299717487 58
1299720115 58
1299722743 58
1299725371 58
1299727999 58
1299730627 57
1299733255 57
1299735883 57
1299738511 57
1299741139 57
1299808153 57
1299809467 57
1299812095 57
1299814723 57
1299817351 57
1299819979 57
1299822607 57
1299825235 57
1299827863 58
1299830491 58
1299833119 58
1299835747 57
1299838375 57
1299841003 57
1299843631 57
1299846259 57
1299848887 57
1299851515 58
1299854143 58
1299856771 58
1299859399 58
1299862027 58
1299864655 58
1299867283 58
1299869911 58
1300065697 72
1300152421 62
1300334581 61
1300338499 58
1300430857 62
1300441273 62
1300459501 62
1300490749 62
1300519393 62
1300615741 63
1300626157 64
1300644385 64
1300675233 63
1300701273 63
1300703877 63
1300705179 57
1300887561 101
1300890165 58
1300990751 90
1301078789 97
1301181281 99
1301269319 99
1301374439 98
1301462477 99
1301567597 99
1301655635 61
1301854049 61
1301900039 60
1302052463 61
1302053777 58
1302068231 59
1302248963 102
1302254219 58
1302255533 60
1302428495 92
1302618539 73
1302798071 82
1302942611 99
1303089779 63
1303238261 62
1303385429 60
1303398473 61
1303408889 60
1303414097 60
1303416701 59
1303419305 60
1303433999 59
1303457435 58
1303460039 58
1303480871 59
1303508801 62
1303532237 104
1303534841 58
1303538731 58
1303655593 93
1303685363 58
1303686335 58
1303838759 59
1303849199 59
1303864823 60
1303967315 63
1303977731 63
1304128697 57
1304137037 60
1304147549 58
1304152805 58
1304217191 61
1304227703 61
1304231645 58
1304284205 59
1304326253 59
1304328881 59
1304335451 85
1304339393 58
1304342021 57
1304434001 59
1304444513 58
1304452397 58
1304453711 58
1304457653 57
1304544377 59
1304554889 73
1304565401 58
1304654753 59
1304660009 58
1304670521 58
1304674463 58
1304769071 58
1304770385 58
1304780897 58
1304791409 57
1304792723 57
1304809805 57
1304884703 58
1304899157 58
1304908355 57
1304909669 57
1304926751 57
1304972741 59
1305026615 57
1305027929 58
1305144875 58
1305474689 57
1305595577 57
1305742745 57
1305747401 59
1305836153 58
1305844037 59
1305862433 58
1305872945 58
1305880229 58
1305955841 58
1305961097 58
1305971609 58
1306009715 58
1306070159 59
1306079357 59
1306108265 58
1306210757 57
1306336901 58
1306456475 58
1306457789 58
1306463045 57
1306589189 57
1306715333 58
1306840163 58
1306842791 58
1306862501 58
1306870385 58
1306888781 58
1306921631 58
1306950539 58
1306966307 58
1306971563 57
1306975505 58
1307014925 58
1307045147 58
1307081939 58
1307100335 57
1307106905 58
1307114789 58
1307229107 57
1307357879 58
1307621993 58
1307836175 58
1307841431 58
1307865083 58
1307872967 58
1307876909 58
1307887421 58
1307905817 58
1307980715 58
1307993855 58
1308001739 58
1308003053 58
1308004367 57
1308066125 57
1308130511 57
1308134453 58
1308259283 57
1308389369 57
1308390683 57
1308436673 58
1308441929 58
1308472151 58
1308508943 58
1308518141 58
1308523397 58
1308527339 57
1308543107 58
1308566759 58
1308582527 58
1308619319 58
1308649541 58
1308652169 57
1308656111 57
1308709985 58
1308780941 58
1308786197 57
1308907085 58
1308920225 60
1309041113 58
